"Title","Description","Keywords","Publisher","Bureau Code","Program Code","Contact Name","Contact Email","Unique Identifier","Public Access Level","Access Level Comment","Format","Access URL","Last Update","License"
"Sloped Ground Lines - USACE IENC","These inland electronic Navigational charts (IENCs) were developed from available data used in maintenance of Navigation channels. Users of these IENCs should be aware that some features and attribute information could have significant inaccuracies due to changing waterway conditions, inaccurate source data, or approximations introduced during chart compilation. Caution is urged in use of these IENCs or derived products for Navigational planning or operation, or any decisions pertaining to or affecting safety of vessel operation. These initial IENCs are not to be used as replacements for official government chart books, as required in the U.S. Code of Federal Regulations."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2709","public","Selected Continental United States (scattered coverage along major mid-America river valleys)","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Small Craft Facility Areas - USACE IENC","These inland electronic Navigational charts (IENCs) were developed from available data used in maintenance of Navigation channels. Users of these IENCs should be aware that some features and attribute information could have significant inaccuracies due to changing waterway conditions, inaccurate source data, or approximations introduced during chart compilation. Caution is urged in use of these IENCs or derived products for Navigational planning or operation, or any decisions pertaining to or affecting safety of vessel operation. These initial IENCs are not to be used as replacements for official government chart books, as required in the U.S. Code of Federal Regulations."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2710","public","Selected Continental United States (scattered coverage along major mid-America river valleys)","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Small Craft Facility Locations - USACE IENC","These inland electronic Navigational charts (IENCs) were developed from available data used in maintenance of Navigation channels. Users of these IENCs should be aware that some features and attribute information could have significant inaccuracies due to changing waterway conditions, inaccurate source data, or approximations introduced during chart compilation. Caution is urged in use of these IENCs or derived products for Navigational planning or operation, or any decisions pertaining to or affecting safety of vessel operation. These initial IENCs are not to be used as replacements for official government chart books, as required in the U.S. Code of Federal Regulations."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2711","public","Selected Continental United States (scattered coverage along major mid-America river valleys)","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Solid Waste Landfill Facilities","During an Emergency Event, especially during the recovery phase of operations, significant amounts of debris must be removed from the impact zone in order to facilitate access to the impact area, begin restoration of basic services, and reconstruction of damaged and destroyed facilities in the impact zone. This data set is an attempt to locate Solid Waste facilities that debris can be directed to during recovery. This layer was initiated by extracting (based upon NAICS and SIC codes) Landfills from the EPA Facility Registry System (FRS) contained in HSIP Gold 2012. This collection is being supplemented, edited, and amended by source data maintained by individual States. This collection effort is limited to facilities that accept Municipal Solid Waste and/or Construction and Demolition Debris; AND that are considered ACTIVE based upon State permit at the time of release.Geographic locations of each entity were placed on visible vehicle scales associated with each facility, or the logical entrance to the facility if no vehicle scales we visible on imagery."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2712","public","Continental United States, Alaska, Hawaii, Puerto Rico, U.S. Virgin Islands & Guam","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Special Purpose Buoys - USACE IENC","These inland electronic Navigational charts (IENCs) were developed from available data used in maintenance of Navigation channels. Users of these IENCs should be aware that some features and attribute information could have significant inaccuracies due to changing waterway conditions, inaccurate source data, or approximations introduced during chart compilation. Caution is urged in use of these IENCs or derived products for Navigational planning or operation, or any decisions pertaining to or affecting safety of vessel operation. These initial IENCs are not to be used as replacements for official government chart books, as required in the U.S. Code of Federal Regulations."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2700","public","Selected Continental United States (major mid-America river valleys)","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"State Capitol Buildings","This shapefile will display the locations of the fifty state capitol buildings as well as the territorial capitol buildings for the US Virgin Islands, Guam, Northern Mariana Islands, American Samoa and the Commonwealth of Puerto Rico. In some cases within the United States, state capitol buildings are called 'statehouses,' and this will be reflected accordingly in the 'Name1' attribute field. In some of the territories, where no specific capitol building structures exist, the primary government facility where the territorial governor and legislative body works is identified in lieu of a specific state capitol building."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2701","public","United States, Puerto Rico, U.S. Virgin Islands, Guam, American Samoa & Northern Marianas","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"State Emergency Operations Centers (EOC)","An Emergency Operations Center (EOC) is the physical location at which the coordination of information and resources to support incident management (on-scene operations) activities normally takes place. An EOC may be a temporary facility or may be located in a more central or permanently established facility, perhaps at a higher level of organization within a jurisdiction. EOCs may be organized by major functional disciplines (e.g., fire, law enforcement, medical services), by jurisdiction (e.g., Federal, State, regional, tribal, city, county), or by some combination thereof. The WEBSITE attribute contains a link to Emergency Operations Center or State Emergency Management website. These links contain updated information on emergencies and points of contact. The TRAFFIC attribute contains an link to dynamic traffic information via State 511 Intelligent Traffic System (ITS) website."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2702","public","Continental United States, Alaska, Hawaii, Puerto Rico, U.S. Virgin Islands, American Samoa, Northern Marianas, Marshall Islands & Federated States of Micronesia","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"State Fairgrounds","This shapefile is a point shapefile that displays the locations of the major state/regional agricultural fairs held throughout the United States. Some states (e.g., Alaska) have multiple state fairground sites. Hawaii holds its main state fair event at the Aloha Bowl, but does not have any other specific state fairground facility. Rhode Island and Connecticut do not hold specific state fair events--just regional events. In summary, 47 states have at least 1 record within this database, while Hawaii, Connecticut, and Rhode Island are not represented. There are no state fair events represented in any of the major U.S. territories (e.g., Puerto Rico)."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2738","public","United States","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Station Transfers","ixed rail transit external system transfers for systems within the Continental United States, Alaska, Hawaii, the District of Columbia, and Puerto Rico. The modes of transit that are represented include cable car, commuter rail, heavy rail, inclined plane, light rail, monorail/automated guideway, and streetcar rail as defined by the Federal Transit Administration, US Department of Transportation."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","6611","public","Selected Continental United States (scattered coverage along major mid-America river valleys)","-","https://gii.dhs.gov/gii/","06/22/2017","http://www.usa.gov/publicdomain/label/1.0/"
"Storage Tank or Silo Areas - USACE IENC","These inland electronic Navigational charts (IENCs) were developed from available data used in maintenance of Navigation channels. Users of these IENCs should be aware that some features and attribute information could have significant inaccuracies due to changing waterway conditions, inaccurate source data, or approximations introduced during chart compilation. Caution is urged in use of these IENCs or derived products for Navigational planning or operation, or any decisions pertaining to or affecting safety of vessel operation. These initial IENCs are not to be used as replacements for official government chart books, as required in the U.S. Code of Federal Regulations."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2739","public","Selected Continental United States (major mid-America river valleys)","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Storage Tank or Silo Locations - USACE IENC","These inland electronic Navigational charts (IENCs) were developed from available data used in maintenance of Navigation channels. Users of these IENCs should be aware that some features and attribute information could have significant inaccuracies due to changing waterway conditions, inaccurate source data, or approximations introduced during chart compilation. Caution is urged in use of these IENCs or derived products for Navigational planning or operation, or any decisions pertaining to or affecting safety of vessel operation. These initial IENCs are not to be used as replacements for official government chart books, as required in the U.S. Code of Federal Regulations."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2740","public","Selected Continental United States (scattered coverage along major mid-America river valleys)","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Strategic Plan","Strategic Plan provides an analytical foundation by articulating the Department's missions and goals, the strategies employed to achieve each goal and long-term performance measures that are used to evaluate progress.  DHS Strategic Plan is comprised of DHS missions, goals, and objectives. "," Budgeting, Performance Measure, Programming, Resource Planning","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","1647","public","-","-","https://www.dhs.gov","01/03/2017","http://www.usa.gov/publicdomain/label/1.0/"
"Streamflow Gaging Stations","This map layer shows selected streamflow gaging stations of the United States, Puerto Rico, and the U.S. Virgin Islands, in 2013. Gaging stations, or gages, measure the height (stage) and volume of flow at a point location on a water feature. Gages in this map layer were drawn from the National Hydrography Dataset Plus (NHDPlus) Version 1 Stream Gage Events, NHDPlus Version 2 National Data - Gage Locations, and from the National Water Information System (NWIS) Web Interface. The gage positions were adjusted (snapped) using ArcGIS so that the gages were located directly on streams in the National Atlas map layer, 1:1,000,000-Scale Streams of the United States. The gages and streams also share attributes that link them together."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2741","public","Continental United States, Alaska, Hawaii, Puerto Rico & Selected Central American countries","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Submarine Cable Lines - USACE IENC","These inland electronic Navigational charts (IENCs) were developed from available data used in maintenance of Navigation channels. Users of these IENCs should be aware that some features and attribute information could have significant inaccuracies due to changing waterway conditions, inaccurate source data, or approximations introduced during chart compilation. Caution is urged in use of these IENCs or derived products for Navigational planning or operation, or any decisions pertaining to or affecting safety of vessel operation. These initial IENCs are not to be used as replacements for official government chart books, as required in the U.S. Code of Federal Regulations."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2742","public","Selected Continental United States (scattered coverage along major mid-America river valleys)","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Submarine Cables","These data depict the occurrence of submarine cables in and around U.S. navigable waters. The purpose of this data product is to support coastal planning at the regional and national scale. Source geometry and attributes were derived from 2010 NOAA Electronic Navigation Charts and 2009 NOAA Raster Nautical Charts. Polyline features explicitly defined as cables were compiled from the original sources, exclusive of those features noted as 'cable areas'. The scale of the source material was highly variable and discontinuities between multiple sources were resolved with least possible spatial adjustments. The original S-57 data model was modified for readability and performance."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2743","public","Continental United States, Alaska, Hawaii, Puerto Rico, U.S. Virgin Islands, Gulf of Mexico, Pacific Ocean, Misc. United States Territories","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Submarine Pipeline Lines - USACE IENC","These inland electronic Navigational charts (IENCs) were developed from available data used in maintenance of Navigation channels. Users of these IENCs should be aware that some features and attribute information could have significant inaccuracies due to changing waterway conditions, inaccurate source data, or approximations introduced during chart compilation. Caution is urged in use of these IENCs or derived products for Navigational planning or operation, or any decisions pertaining to or affecting safety of vessel operation. These initial IENCs are not to be used as replacements for official government chart books, as required in the U.S. Code of Federal Regulations."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2744","public","Selected Continental United States (scattered coverage along major mid-America river valleys)","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Submarine Pipeline Locations - USACE IENC","These inland electronic Navigational charts (IENCs) were developed from available data used in maintenance of Navigation channels. Users of these IENCs should be aware that some features and attribute information could have significant inaccuracies due to changing waterway conditions, inaccurate source data, or approximations introduced during chart compilation. Caution is urged in use of these IENCs or derived products for Navigational planning or operation, or any decisions pertaining to or affecting safety of vessel operation. These initial IENCs are not to be used as replacements for official government chart books, as required in the U.S. Code of Federal Regulations."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2745","public","Selected Continental United States (scattered coverage along major mid-America river valleys)","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Supplemental Colleges","The Supplemental Colleges layer attempts to capture additional Post Secondary Education campuses of colleges and universities associated with a single campus listed in the Integrated Post Secondary Education System (IPEDS) or a college or university that has no representation in IPEDS. Included are Doctoral/Research Universities, Masters Colleges and Universities, Baccalaureate Colleges, Associates Colleges, Theological seminaries, Medical Schools and other health care professions, Schools of engineering and technology, business and management, art, music, design, Law schools, Teachers colleges, Tribal colleges, and other specialized institutions. The following process was followed for this first version of Supplemental CollegesSeveral enrollments were found through the public university websites and assigned to the appropriate records. For those records without enrollment, the enrollment from the main campus was spatially distributed to all campuses linked to the main campus based on the area. The area was determined by polygons outlining the campuses containing more than one building. An enrollment was assigned to the campuses that only contained one building. FTE was calculated as a percentage of the enrollment. ANY RESULTS OR CONCLUSIONS BASED ON THE ENROLLMENT AND FTE VALUES CONTAINED IN THIS LAYER SHOULD BE VERIFIED. This feature class contains all MEDS/MEDS+ as approved by NGA. For each field the 'Not available' and 'NULL' designations are used to indicate that the data for the particular record and field is currently unavailable and will be populated when and if that data becomes available."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2746","public","Continental United States & Alaska","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"TER On-line Registration Form","Contains the attendee's registration information"," Event, Registration,Trade","U.S. Customs and Border Protection","024:54","024:000","Open Data (MGMT)","edmo@hq.dhs.gov","5736","public","Accessed via the Web but only when an event is scheduled. User Generated","-","https://apps.cbp.gov/te_registration","12/07/2016","http://www.usa.gov/publicdomain/label/1.0/"
"The Federal Bureau of Investigation (FBI) Field Office (FO) Locations","This point data file represents the FBI Field Office locations in the United States and its territories."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","6634","public","Selected Continental United States (scattered coverage along major mid-America river valleys)","-","https://gii.dhs.gov/gii/","06/22/2017","http://www.usa.gov/publicdomain/label/1.0/"
"TOMIS-Data","Tasking, Operations and Management Information System (TOMIS) data asset consolidates the data required for Air and Marines Operations(AMO) maritime and aviation operations. TOMIS will maintain mission planning, mission execution and event processing (apprehensions, assaults, and got-aways) information","apprehensions,assaults,event,got-aways,mission","U.S. Customs and Border Protection","024:54","024:040, 024:042","Open Data (MGMT)","edmo@hq.dhs.gov","6836","non-public","Contains Law Enforcement sensitive Information","-","-","07/14/2017","http://www.usa.gov/publicdomain/label/1.0/"
"Total Removals Reporting","Data used to report on ICE statistics are obtained through the ICE Integrated Decision Support (IIDS) system data warehouse. The records in this system are refreshed on a daily basis, and typically reflect any updates to an alien’s case as new information becomes available
to ICE. Data obtained from this system will reflect the status of these records as of the date the data is retrieved."," Breakdown, Examination, Investigation, Study, Testing,Analysis","Immigration and Customs Enforcement, United States","024:52","024:047","Open Data (MGMT)","edmo@hq.dhs.gov","1204","public","-","-","https://www.ice.gov/doclib/about/offices/ero/pdf/ero-removals1.pdf","11/17/2015","http://www.usa.gov/publicdomain/label/1.0/"
"Trade Agreements PTI ","The objective of the Trade Agreements PTI is to advance CBP’s mission by working with internal and external stakeholders to facilitate legitimate trade and address areas of non-compliance while effectively communicating the terms of our free trade agreements and preferential trade legislation. The Trade Agreements PTI is limited to goods other than textiles and apparel, as textiles and apparel products are handled under a separate Textiles PTI."," ACE, Automated Commercial Environment, ITDS, ITDS Website, International Trade Data System, PGA,Participating Government Agencies","U.S. Customs and Border Protection","024:54","024:000","Open Data (MGMT)","edmo@hq.dhs.gov","2056","public","The landing page is publicly accessible.","-","http://www.cbp.gov/trade/priority-issues/trade-agreements","09/21/2015","http://www.usa.gov/publicdomain/label/1.0/"
"Trade Symposium On-line Registration Form","Contains the on-line registration data including user registration information"," Registration,Event","U.S. Customs and Border Protection","024:54","024:000","Open Data (MGMT)","edmo@hq.dhs.gov","5536","public","Attendees can only access their registration data - contains sensitive and PII Data and is hosted on the cloud","-","https://apps.cbp.gov/tradesymposium/index.asp?w=26","12/07/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Treasury Financial Management Service - Pay Distributions","Financial data and pay distribution files are shared between USCG Direct Access and Treasury Financial Management Service."," Financial, Pay","Coast Guard, United States","024:60","024:039","Open Data (MGMT)","edmo@hq.dhs.gov","4936","non-public","contains PII info","-","-","09/06/2017","http://www.usa.gov/publicdomain/label/1.0/"
"TRRP Reporting ","This dataset contains the policy inform based on the data provided by Write Your Owns and the data elements all correspond to the TRRP manual. 
"," Case","Federal Emergency Management Agency","024:70","024:005","Open Data (FEMA)","openfema@fema.dhs.gov","6163","non-public","Contains PII data
","-","-","08/08/2017","http://www.usa.gov/publicdomain/label/1.0/"
"Truck Driving Schools","his dataset is composed of any type of Post Secondary Education facility such as: colleges, universities, technical schools, or trade schools that provide training and certification in the field of professional truck driving"," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","6628","public","Selected Continental United States (scattered coverage along major mid-America river valleys)","-","https://gii.dhs.gov/gii/","06/22/2017","http://www.usa.gov/publicdomain/label/1.0/"
"TSA Claims Data 2002-2006","Claims made against TSA during a screening process of persons or passenger's property due to an injury, loss, or damage. Claims data information include claim number, incident date, claim type, claim amount, status, and disposition.
"," Argument, Assignment, Being, Character, Defense, Event, Gathering, Group, Individual, Investigation, Lawsuit, Legal Document, Legal Document Type, Organization, Party, Person, Society,Case","Transportation Security Administration","024:56","024:024, 024:025","Open Data (MGMT)","edmo@hq.dhs.gov","1504","public","-","-","https://www.dhs.gov/sites/default/files/publications/claims-2002-2006_0.xls","04/21/2016","http://www.usa.gov/publicdomain/label/1.0/"
"TSA Claims Data 2007-2009","Claims made against TSA during a screening process of persons or passenger's property due to an injury, loss, or damage. Claims data information include claim number, incident date, claim type, claim amount, status, and disposition."," Argument, Assignment, Being, Character, Defense, Event, Gathering, Group, Individual, Investigation, Lawsuit, Legal Document, Legal Document Type, Organization, Party, Person, Society,Case","Transportation Security Administration","024:56","024:024, 024:025","Open Data (MGMT)","edmo@hq.dhs.gov","1524","public","-","-","https://www.dhs.gov/sites/default/files/publications/claims-2007-2009_0.xls","04/21/2016","http://www.usa.gov/publicdomain/label/1.0/"
"TSA Claims Data 2010-2013","Claims made against TSA during a screening process of persons or passenger's property due to an injury, loss, or damage. Claims data information include claim number, incident date, claim type, claim amount, status, and disposition."," Argument, Assignment, Being, Character, Defense, Event, Gathering, Group, Individual, Investigation, Lawsuit, Legal Document, Legal Document Type, Organization, Party, Person, Society,Case","Transportation Security Administration","024:56","024:024, 024:025","Open Data (MGMT)","edmo@hq.dhs.gov","1526","public","-","-","https://www.dhs.gov/sites/default/files/publications/claims-2010-2013_0.xls","04/21/2016","http://www.usa.gov/publicdomain/label/1.0/"
"TSA Claims Data 2014","Claims made against TSA during a screening process of persons or passenger's property due to an injury, loss, or damage. Claims data information include claim number, incident date, claim type, claim amount, status, and disposition. "," Argument, Assignment, Being, Character, Defense, Event, Gathering, Group, Individual, Investigation, Lawsuit, Legal Document, Legal Document Type, Organization, Party, Person, Society,Case","Transportation Security Administration","024:56","024:024, 024:025","Open Data (MGMT)","edmo@hq.dhs.gov","2136","public","-","-","https://www.dhs.gov/sites/default/files/publications/claims-2014.xls","04/21/2016","http://www.usa.gov/publicdomain/label/1.0/"
"TSA Customer Throughput 2015 Reports","2015 weekly TSA Customer Throughput Reports "," Operational Data, Performance Management, through put,Performance Metrics","Transportation Security Administration","024:56","024:025","Open Data (MGMT)","edmo@hq.dhs.gov","2396","public","-","-","https://www.dhs.gov/publication/tsa-customer-throughput-2015","04/18/2016","http://www.usa.gov/publicdomain/label/1.0/"
"TSA FOIA Library","The Freedom of Information Act (FOIA) requires FOIA reading Rooms contain four distinct categories of records.  The four categories of Reading Room records are: 1) ""final opinions [and] . . . orders"" made in the adjudication of cases; 2) specific agency policy statements; 3) ""administrative staff manuals and instructions to staff that affect a member of the public""; and 4) records disclosed in response to a FOIA request that ""the agency determines have become or are likely to become the subject of subsequent requests for substantially the same records.""  "," Argument, Assignment, Case Type, Defense, Investigation, Lawsuit,Case","Transportation Security Administration","024:56","024:000","Open Data (MGMT)","edmo@hq.dhs.gov","2416","public","-","-","https://www.dhs.gov/tsa-foia-library","05/11/2016","http://www.usa.gov/publicdomain/label/1.0/"
"TSA Pre Check - API","Retrieve all Airports, Checkpoints, and Airlines depending on the parameters passed."," Pre Check, Precheck, secure flight,TSA","Transportation Security Administration","024:56","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2457","public","-","API","https://www.dhs.gov/mytsa-api-documentation","05/11/2016","http://www.usa.gov/publicdomain/label/1.0/"
"TSA Public Inquiry Data","All non-media public inquiries and complaints and responses to inquiries received by telephone, e-mail and fax, and handles contacts in English and Spanish. The data actively pursues the provision of accurate and consistent message through all contact channels. TCCv3 services include responding to customer requests for information on TSA rules, regulations and processes. This includes providing proper forms via multiple channels (email, Web, and postal mail)"," Communication, Communication","Transportation Security Administration","024:56","024:025","Open Data (MGMT)","edmo@hq.dhs.gov","5656","public","Responses to public that contact TSA via phone, email, or postal mail.  ","-","https://www.tsa.gov/contact/customer-service","11/07/2016","http://www.usa.gov/publicdomain/label/1.0/"
"TSA Security Checkpoint Wait Times - API","Retrieves the last 25 wait times for a particular airport"," Pre Check, Precheck, secure flight,TSA","Transportation Security Administration","024:56","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2458","public","-","API","http://apps.tsa.dhs.gov/MyTSAWebService/GetTSOWaitTimes.ashx?ap=DCA","10/04/2016","http://www.usa.gov/publicdomain/label/1.0/"
"TSA Security Checkpoint Wait Times – API (PMIS)","TSA operational data including:
Airport wait time (hourly) data 
Airport throughput (hourly) data 
Prohibited item (hourly) data 
Monthly Objectives Report (MOR) data
TSA airport and HQ performance management data"," Performance Management, Performance Measurement, Wait times, through put,Performance Metrics","Transportation Security Administration","024:56","024:025","Open Data (MGMT)","edmo@hq.dhs.gov","2","public","-","API","https://www.dhs.gov/mytsa-api-documentation","11/14/2016","http://www.usa.gov/publicdomain/label/1.0/"
"TSA Sunrise & Sunset times - API","Retrieves the sunrise and sunset times for a particular airport and date"," Pre Check, Precheck, secure flight,TSA","Transportation Security Administration","024:56","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2477","public","-","API","https://www.dhs.gov/mytsa-api-documentation","05/11/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Tsunami Tide Gauges","CO-OPS has been involved with tsunami warning and mitigation since the Coast & Geodetic Survey started the Tsunami Warning System in 1948 to provide warnings to the Hawaiian Islands. After the December 2004 Indian Ocean tsunami, CO-OPS was tasked to coordinate with the NOAA Tsunami Warning Centers in upgrading existing stations with new Data Collection Platform (DCP) and communications technology and with expanding the tsunami warning capabilities of the NWLON. Work began in 2005 to upgrade 33 existing water level sand install 16 new stations from the Pacific Ocean to the Caribbean Sea by October 2006. As of September 2006, all 33 upgrades are complete, as well as 15 of the 16 new installations. As of October 2006 the NWLON consist of 196 long-term water level stations along all U.S. coasts, including the Great Lakes, Alaska, Hawaii, the Pacific Ocean Island Territories, Puerto Rico and the U.S. Virgin Islands. The National Geophysical Data Center (NGDC) serves as the archive center for this data and provides the historical data to users."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2747","public","Continental United States, Alaska, Hawaii, Puerto Rico, U.S. Virgin Islands, Guam, American Samoa & Misc. Islands","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"TV Analog Station Transmitters","This file is an extract from the Consolidated Database System (CDBS) licensed by the Media Bureau. It consists of Analog Television Stations (see Rule Part47 CFR Part 73 Rule Part, Subpart E - TV)."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2748","public","United States, Puerto Rico, U.S. Virgin Islands, Guam, American Samoa & Northern Marianas","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"TV Broadcast Contours","This file contains contours of Television Broadcasters."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2749","public","United States, Puerto Rico, U.S. Virgin Islands, Guam, American Samoa & Northern Marianas","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"TV Digital Station Transmitters","This file is an extract from the Consolidated Database System (CDBS) licensed by the Media Bureau. It consists of Digital Television broadcasters (see Rule Part47 CFR Part 73 Rule Part, Subpart E - TV).
"," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2750","public","United States, Puerto Rico, U.S. Virgin Islands, Guam, American Samoa","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"U.S. Army Corps of Engineers (USACE) Civil Works Districts","Polygons showing USACE Civil Works District boundaries. This dataset was digitized from the NRCS Watershed Boundary Dataset (WBD). Where districts follow administrative boundaries, such as County and State lines, National Atlas and Census datasets were used. USACE District GIS POCs also submitted data to incorporate into this dataset. This dataset has been simplified +/- 30 feet to reduce file size and speed up drawing time."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2751","public","Continental United States; Alaska; American Samoa; Guam; Hawaii; Northern Marianas; Puerto Rico; U.S. Virgin Islands","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"U.S. Army Corps of Engineers (USACE) Civil Works Divisions","Polygons showing USACE Civil Works Division boundaries. This dataset was digitized from the NRCS Watershed Boundary Dataset (WBD). Where districts follow administrative boundaries, such as County and State lines, National Atlas and Census datasets were used. USACE District GIS POCs also submitted data to incorporate into this dataset. This dataset has been simplified +/- 30 feet to reduce file size and speed up drawing time. This dataset has been dissolved based on Division."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2752","public","Continental United States; Alaska; American Samoa; Guam; Hawaii; Northern Marianas; Puerto Rico; U.S. Virgin Islands","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
