OBJECTID_1,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,PORT_TYPE,BORDPATSEC,CONTACT,FAX_NUMBER,HOURS_OPER,REMARK,RULEID,OBJECTID
132,131,"FRESNO PORT OF ENTRY, FRESNO YOSEMITE INTERNATIONAL AIRPORT",559-456-6830,5177 EAST CLINTON WAY, ,FRESNO,CA,93727,2013,FRESNO,06019, , , , ,2009-09-15T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,38092600,-119.7189887,36.7709834,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,209-487-5323,8:00 AM - 4:30 PM, ,1,23
133,132,"DAVENPORT/ROCK ISLAND/MOLINE PORT OF ENTRY, QUAD CITY INTERNATIONAL AIRPORT",309-762-6300,2480 69TH AVENUE,QUAD CITIES AIRPORT,MOLINE,IL,61265,9745,ROCK ISLAND,17161, , , , ,2009-09-10T00:00:00.000Z,ALT REF,2009-09-10T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,123065989,-90.5061884,41.4536484,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,309-762-9195,8:00 AM - 4:30 PM, ,1,69
134,133,"BATON ROUGE PORT OF ENTRY, PORT OF GREATER BATON ROUGE",225-342-1660,2425 ERNEST WILSON DRIVE, ,PORT ALLEN,LA,70767,6176,WEST BATON ROUGE,22121, , , , ,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,780362624,-91.2002449,30.4393463,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,504-389-0260,8:00 AM - 4:00 PM, ,1,81
135,134,"NEW YORK/NEWARK PORT OF ENTRY, NEWARK LIBERTY INTERNATIONAL AIRPORT",973-645-3940,2 HAYNES AVENUE,TERMINAL B,NEWARK,NJ,07114,1314,ESSEX,34013, , , , ,2009-09-16T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,119977661,-74.1771,40.6905048,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, ,PORT DIRECTOR,201-443-0550,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,124
136,135,"PORT EVERGLADES/FORT LAUDERDALE PORT OF ENTRY, FORT LAUDERDALE / HOLLYWOOD INTERNATIONAL AIRPORT",954-356-7431,100 AVIATION BOULEVARD, ,FORT LAUDERDALE,FL,33315,3319,BROWARD,12011, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122657066,-80.1437306,26.0698546,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,954-356-7422,8:00 AM - 5:00 PM, ,1,51
137,136,"ERIE PORT OF ENTRY, ERIE INTERNATIONAL AIRPORT / TOM RIDGE FIELD",814-833-1355,4459 WEST 12TH STREET, ,ERIE,PA,16505,3003,ERIE,42049, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-10-21T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,108702212,-80.1826765,42.0821017,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,814-835-2152,8:00 AM - 4:30 PM,1-877-CUSTOMS,1,149
138,137,"PHILADELPHIA PORT OF ENTRY, PHILADELPHIA INTERNATIONAL AIRPORT",215-853-4200,8000 ESSINGTON AVENUE, ,PHILADELPHIA,PA,19153, ,DELAWARE,42045, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-10-21T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,727814299,-75.2486639,39.8762292,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,215-597-8370,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,152
139,138,"HOUSTON AIRPORT PORT OF ENTRY, GEORGE BUSH INTERCONTINENTAL AIRPORT",281-985-6700,2800 NORTH TERMINAL ROAD, ,HOUSTON,TX,77032,5569,HARRIS,48201, , , , ,2009-09-14T00:00:00.000Z,ALT REF,2009-10-21T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,724729679,-95.3326349,29.9865033,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,281-985-6706,8:30 AM - 5:00 PM, ,1,180
140,139,"LEESBURG PORT OF ENTRY, LEESBURG INTERNATIONAL AIRPORT",352-787-4217,8742 AIRPORT BOULEVARD, ,LEESBURG,FL,34788,4011,LAKE,12069, , , , ,2009-09-17T00:00:00.000Z,PHONE,2009-09-17T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,106153765,-81.8112023,28.8280692,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, , , , , ,0,0
141,140,"ALEXANDRIA BAY PORT OF ENTRY, WATERTOWN INTERNATIONAL AIRPORT",315-482-2261,22529 AIRPORT DRIVE, ,DEXTER,NY,13634,3013,JEFFERSON,36045,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-05T00:00:00.000Z,PHONE,2010-01-05T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,119876747,-76.0233905,43.9941513,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, , , , , ,0,0
142,141,"NORFOLK PORT OF ENTRY, NORFOLK INTERNATIONAL AIRPORT",757-858-6196,2200 NORVIEW AVENUE, ,NORFOLK,VA,23518,5804,NORFOLK CITY,51710, , , , ,2009-09-22T00:00:00.000Z,ALT REF,2009-09-22T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,123631469,-76.2085758,36.8917164,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,757-533-4273,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,188
143,142,"GREAT FALLS PORT OF ENTRY, GREAT FALLS INTERNATIONAL AIRPORT",406-453-0861,2800 TERMINAL DRIVE, ,GREAT FALLS,MT,59404,5501,CASCADE,30013, , , , ,2009-09-15T00:00:00.000Z,ALT REF,2009-10-21T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,711456786,-111.3505593,47.489039,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,406-453-7069,8:00 AM - 5:00 PM, ,1,111
144,143,"ROGERS AIRPORT PORT OF ENTRY, ROGERS MUNICIPAL AIRPORT/CARTER FIELD",479-246-9472,6 HAMMERSCHMIDT DRIVE, ,ROGERS,AR,72756,9475,BENTON,05007, , , , ,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,126435022,-94.1042455,36.3696341,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, , , , , ,0,0
145,144,"NOGALES PORT OF ENTRY, NOGALES INTERNATIONAL AIRPORT",520-287-1433,STATE HIGHWAY 82, ,NOGALES,AZ,85621, ,SANTA CRUZ,04023, , , , ,2009-12-18T00:00:00.000Z,ALT REF,2009-12-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122497855,-110.8501382,31.4183082,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
146,145,"WEST PALM BEACH PORT OF ENTRY, PORT OF PALM BEACH",561-844-1703,1 EAST 11TH STREET,SUITE 323 BOX 4,WEST PALM BEACH,FL,33404,6921,PALM BEACH,12099, , , , ,2009-09-23T00:00:00.000Z,PHONE,2009-09-23T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,22439654,-80.0519291,26.7708655,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, , , , , ,0,0
147,146,"ALBANY PORT OF ENTRY, ALBANY INTERNATIONAL AIRPORT",518-431-0200,737 ALBANY SHAKER ROAD, ,ALBANY,NY,12211,1001,ALBANY,36001, , , , ,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,91922967,-73.80769,42.7426657,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,518-431-0203,8:00 AM - 4:30 PM, ,1,129
148,147,"PHILADELPHIA PORT OF ENTRY, LEHIGH VALLEY INTERNATIONAL AIRPORT",610-266-1042,3311 AIRPORT ROAD, ,ALLENTOWN,PA,18109,3074,LEHIGH,42077, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,19438502,-75.4416375,40.6486892,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,610-266-3569,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,151
149,148,"PORTLAND PORT OF ENTRY, PORT OF PORTLAND",207-771-3600,312 FORE STREET, ,PORTLAND,ME,04101,4110,CUMBERLAND,23005, , , , ,2009-09-17T00:00:00.000Z,PHONE,2009-09-17T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,92105577,-70.2511237,43.6572124,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, , , , , ,0,0
150,149,"LAKE CHARLES PORT OF ENTRY, PORT OF LAKE CHARLES",337-439-5512,150 MARINE STREET, ,LAKE CHARLES,LA,70601,5680,CALCASIEU,22019, , , , ,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,99655313,-93.2522593,30.2168726,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,318-437-7373,8:00 AM - 5:00 PM, ,1,83
151,150,"NASHVILLE PORT OF ENTRY, NASHVILLE INTERNATIONAL AIRPORT",615-736-2173,612 HANGAR LANE,ROOM 124,NASHVILLE,TN,37217,2522,DAVIDSON,47037, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,124163489,-86.6686887,36.1348875,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,615-736-5331,8:00 AM - 5:00 PM, ,1,172
152,151,"VALDEZ PORT OF ENTRY, VALDEZ PIONEER FIELD AIRPORT",907-835-3597,300 AIRPORT ROAD, ,VALDEZ,AK,99686, ,VALDEZ-CORDOVA,02261,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2009-09-17T00:00:00.000Z,ALT REF,2009-09-17T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,734470153,-146.2431125,61.1313765,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR, , , ,1,13
153,152,"OROVILLE AREA PORT OF ENTRY, DOROTHY SCOTT INTERNATIONAL AIRPORT",509-476-2955,3 AIRPORT ROAD, ,OROVILLE,WA,98844,9543,OKANOGAN,53047,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-06T00:00:00.000Z,ALT REF,2010-01-06T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,92964359,-119.4133412,48.9599737,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
154,153,"AREA PORT OF TAMPA PORT OF ENTRY, PORT OF TAMPA",813-712-6000,1101 CHANNELSIDE DRIVE, ,TAMPA,FL,33602,3611,HILLSBOROUGH,12057, , , , ,2010-01-07T00:00:00.000Z,PHONE,2010-01-07T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,762493020,-82.4392602,27.9310069,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT, , , , , ,0,0
155,154,"PORT ARTHUR-BEAUMONT PORT OF ENTRY, SOUTHEAST TEXAS REGIONAL AIRPORT",409-727-0285,4875 PARKER DRIVE, ,BEAUMONT,TX,77705,7649,JEFFERSON,48245,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING. REPRESENTED AT MAIN TERMINAL SINCE THEY ARE NOT STATIONED ON SITE.", , , ,2009-12-30T00:00:00.000Z,ALT REF,2009-12-30T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,126563028,-94.0184387,29.9547617,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
156,155,"SEATTLE PORT OF ENTRY/TACOMA WASHINGTON PORT OF ENTRY, WILLIAM R FAIRCHILD INTERNATIONAL AIRPORT",360-457-4311,1402 FAIRCHILD INTERNATIONAL AIRPORT ROAD, ,PORT ANGELES,WA,98363, ,CLALLAM,53009,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-05T00:00:00.000Z,ALT REF,2010-01-05T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,706936092,-123.4930438,48.1164076,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
157,156,"SPRINGFIELD PORT OF ENTRY, WESTOVER METROPOLITAN AIRPORT-DOD",413-593-5543,255 PADGETTE STREET, ,CHICOPEE,MA,01022,1303,HAMPDEN,25013, , , , ,2009-09-15T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,22323177,-72.555744,42.1795071,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,413-747-8940,8:00 AM - 5:00 PM, ,1,89
158,157,"BALTIMORE PORT OF ENTRY, PORT OF BALTIMORE",410-962-2666,40 SOUTH GAY STREET, ,BALTIMORE,MD,21202,4022,BALTIMORE CITY,24510,MULTIPLE CUSTOMS BUILDINGS AT THIS PORT. ADDRESS GOES TO ADMINISTRATION BUILDING., , , ,2010-01-08T00:00:00.000Z,ALT REF,2010-01-06T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,745991779,-76.5944367,39.2636611,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,410-962-9335,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,92
159,158,"LUBBOCK PORT OF ENTRY, LUBBOCK PRESTON SMITH INTERNATIONAL AIRPORT",806-762-5739,2203 EAST JAMESTOWN STREET, ,LUBBOCK,TX,79403,6841,LUBBOCK,48303, , , , ,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,103894590,-101.8150515,33.6578459,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, ,PORT DIRECTOR,806-762-7183,8:30 AM - 5:00 PM, ,1,181
160,159,"AGANA PORT OF ENTRY, A B WON PAT GUAM INTERNATIONAL AIRPORT",671-642-7611,355 CHALAN PASAHERU, ,TAMUNING,GU,96913,4153,GUAM,66010, , , , ,2009-09-17T00:00:00.000Z,ALT REF,2009-09-17T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,4410,144.8064465,13.4929848,GU_GOV,2006,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
161,160,"PENSACOLA PORT OF ENTRY, PORT OF PENSACOLA",850-476-0117,SOUTH BARRACKS STREET, ,PENSACOLA,FL,32502, ,ESCAMBIA,12033, , , , ,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,105785625,-87.210427,30.4020076,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT, ,PORT DIRECTOR,850-277-4588,8:30 AM - 5:00 PM,1-877-CUSTOMS,1,50
162,161,"BINGHAMTON PORT OF ENTRY, GREATER BINGHAMTON AIRPORT",607-763-4294,2534 AIRPORT ROAD, ,JOHNSON CITY,NY,13790,4100,BROOME,36007, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,758732960,-75.982129,42.2081056,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,607-763-4292,8:30 AM - 5:00 PM, ,1,130
163,162,"VALDEZ PORT OF ENTRY, PORT OF VALDEZ",907-267-5309,105 CLIFTON DRIVE, ,VALDEZ,AK,99686, ,VALDEZ-CORDOVA,02261, , , , ,2009-12-29T00:00:00.000Z,PHONE,2009-12-29T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,124881112,-146.3538383,61.1265282,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, , , , , ,0,0
164,163,"GRAND FORKS PORT OF ENTRY, GRAND FORKS INTERNATIONAL AIRPORT",701-772-3301,2787 AIRPORT DRIVE, ,GRAND FORKS,ND,58203,8901,GRAND FORKS,38035, , , , ,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,125906681,-97.1771197,47.9486133,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, , , , , ,0,0
165,164,"MINOT INTERNATIONAL AIRPORT PORT OF ENTRY, MINOT INTERNATIONAL AIRPORT",701-838-6704,2400 NORTH BROADWAY, ,MINOT,ND,58703,1095,WARD,38101, , , , ,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,90336598,-101.2941948,48.2623031,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, , , , , ,0,0
166,165,"DETROIT METROPOLITAN AIRPORT PORT OF ENTRY, OAKLAND COUNTY INTERNATIONAL AIRPORT",248-666-7717,6500 HIGHLAND ROAD, ,WATERFORD,MI,48327,1607,OAKLAND,26125, , , , ,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,127288332,-83.4168992,42.6629228,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
167,166,"LEXINGTON PORT OF ENTRY, BLUE GRASS AIRPORT",859-425-3111,4000 TERMINAL DRIVE, ,LEXINGTON,KY,40510,9645,FAYETTE,21067, , , , ,2009-09-10T00:00:00.000Z,ALT REF,2009-09-10T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,111998714,-84.5985446,38.0374433,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR, , , ,1,211
168,167,"NEWPORT NEWS PORT OF ENTRY, NEWPORT NEWS MARINE TERMINAL",757-245-6470,2200 WEST AVENUE, ,NEWPORT NEWS,VA,23607, ,NEWPORT NEWS CITY,51700, , , , ,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,25189350,-76.4247164,36.9774323,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,757-247-7109,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,187
169,168,"PORT OF ENTRY AT EVERETT, PORT OF EVERETT",425-258-8102,1720 WEST MARINE VIEW DRIVE, ,EVERETT,WA,98201,2087,SNOHOMISH,53061, , , , ,2009-10-26T00:00:00.000Z,PHONE,2009-10-26T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,21012002,-122.2170697,47.9971747,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,425-259-0247,8:00 AM - 5:00 PM, ,1,194
170,169,"EVANSVILLE / OWENSBORO PORT OF ENTRY, EVANSVILLE REGIONAL AIRPORT",812-421-4401,7801 BUSSING DRIVE, ,EVANSVILLE,IN,47725,6728,VANDERBURGH,18163, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,125254002,-87.5276653,38.045998,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,812-465-6413, , ,1,75
171,170,"MAYAGUEZ PORT OF ENTRY, PORT OF MAYAGUEZ",787-831-3342,AVENIDA GONZALEZ CLEMENTE 31, ,MAYAGUEZ,PR,00682, ,MAYAGUEZ,72097, , , , ,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,120143366,-67.1513942,18.206459,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR, , , ,1,157
172,171,"HUNTSVILLE PORT OF ENTRY, HUNTSVILLE INTERNATIONAL AIRPORT",256-772-3404,2850 WALL TRIANA HIGHWAY, ,HUNTSVILLE,AL,35824,2700,MADISON,01089, , , , ,2009-09-10T00:00:00.000Z,ALT REF,2009-09-10T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,38149147,-86.7601157,34.6412522,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,205-772-8192,8:00 AM - 5:00 PM, ,1,16
173,172,"AREA PORT OF ORLANDO PORT OF ENTRY, ORLANDO INTERNATIONAL AIRPORT",407-240-4462,9076 BINNACLE WAY, ,ORLANDO,FL,32827,5314,ORANGE,12095, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,22404075,-81.3322994,28.4340642,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,407- 240-768,8:30 AM - 5:00 PM,1-877-CUSTOMS,1,48
174,173,"TRI-CITIES PORT OF ENTRY, TRI-CITIES REGIONAL AIRPORT",423-325-6498,2525 STATE HIGHWAY 75, ,BLOUNTVILLE,TN,37617, ,SULLIVAN,47163, , , , ,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,90965618,-82.4078999,36.4810186,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,423-325-6499,8:00 AM - 5:00 PM, ,1,168
175,174,"MIDLAND PORT OF ENTRY, MIDLAND INTERNATIONAL AIRPORT",432-560-2230,9506 LA FORCE ROAD,3RD FLOOR,MIDLAND,TX,79706, ,MIDLAND,48329, , , , ,2009-09-18T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,90432920,-102.2077011,31.9372331,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,915-560-2231, , ,1,182
176,175,"HOULTON PORT OF ENTRY, HOULTON INTERNATIONAL AIRPORT",207-532-2131,21 WATER STREET, ,HOULTON,ME,04730,2104,AROOSTOOK,23003,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-06T00:00:00.000Z,ALT REF,2010-01-06T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,123084349,-67.7858539,46.1251043,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, , , , , ,0,0
